#key,Label,JLabel,LayoutId,PopRange,RandomPopRange00,RandomPopRange01,RandomPopRange02,RandomPopRange03,RandomPopRange04,RandomPopRange05,RandomPopRange06,RandomPopRange07,IdleRange,DepopRange,BNpcName,BaseId,BaseNpc,LayoutLabel,Customize,Equipment,Alias,Team,NormalAI,RelativePopBaseNpc,AppearAct,SignAct,StartAct,CompleteAct,SuccessAct,FailureAct,StartTarget,TargetName,NormalTalkEvent,StartTalkEvent,TradeTalkEvent,RuleExTalkEvent,DeadGimmickAction,GimmickTalkEvent,GimmickTalkGimmickAction,EventAction,EventActionGimmickAction,BeforeStartYell,RunningYell,WaitEndYell,BattleYell,DyingYell,DeadReinforcementGroup,AppearYell,EscapeYell,DeadYell,SuccessYell,FailureYell,FateOrder,LifeTime,Channeling,ChannelingStatus,OwnerNpc,FollowTargetNpc,NpcReplace,EntryType,ParamBonus,AIType,BossAI,MoveAI,ContinueMoveAI,ActiveType,PopDirectionType,RelativePopType,RepopTime,DistributeType,Contribution,CreateHideType,WanderingRange,TerritoryRadius,DyingHpRate,DyingType,DyingTargetStatus,MoveSpeed,Link,TargetStatus,ForceBattle,Collision,PriorityActorType,FollowerFormation,LocalProgress,InvisibilityGroup,TodoCountIndex,LayoutPopCondition,IsENpcMode,IsTurn,IsObjective,IsRepop,IsDyingENpc,Immortal,NeedLvSync,FixedHpRate,IsAccessRestraint
#キー,ラベル,日本語ラベル,配置ID,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,出現用レンジ,撤退用レンジ,BNPC名前,ベースID,引き継ぎ元のNPC,レイアウトラベル,カスタマイズ,装備,別名,チーム,通常思考,相対ポップ基準NPC,出現行動,予兆行動,開始行動,達成行動,成功行動,失敗行動,初期ターゲット,ターゲット名,通常トークイベント,FATE開始トークイベント,納品トークイベント,ルール拡張トークイベント,死亡時ギミックアクション,ギミックトークイベント,ギミックトークはい選択時ギミックアクション,イベントアクション,イベントアクション成功時ギミックアクション,開始前エール,FATE発生中エール,終了待ち中エール,バトル中エール,瀕死中エール,死亡時に呼ぶ増援グループ,出現エール,撤退エール,死亡エール,FATE成功エール,FATE失敗エール,命令,寿命,チャネリング対象,チャネリングステータス,オーナーNPC,追従対象NPC,置換ラベル,エントリータイプ,パラメータ補正,AIタイプ,ボスAI,移動AIタイプ,引き継ぎ用移動AIタイプ,アクティブタイプ,ポップ向きタイプ,相対ポップタイプ,リポップ時間,貢献度タイプ,貢献ポイント,不可視ポップタイプ,ワンダリング距離,なわばり半径,瀕死にするHP率,瀕死時行動タイプ,瀕死時ターゲット状態,移動速度,リンク,ターゲット状態,強制バトル,コリジョン,優先アクタータイプ,追従者隊形,ローカル進行度,不可視グループ,TODO用のカウンタインデックス,レイアウトポップ条件,ENPCモード？,ターン,目的となる相手？,リポップする？,瀕死時ENPC化,不死身,レベルシンクしないと使えない,HP倍率固定,アクセス抑制
#Key,keyAlias,keyDevcode,"lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(BNpcName,key)","lookup(BNpcBase, key) | lookup(ENpcBase, key) | lookup(EObj, key)","lookup(FateNpc,key)|u_int16","lookup(FateLayoutLabel,key)|u_int16","lookup(BNpcCustomize, key) | u_int16","lookup(NpcEquip, key) | u_int16","lookup(FateNpcAlias,key)|u_int16","lookup(FateParam,param)|u_int16","lookup(Gambit, key) | lookup(Behavior, key)  | lookup(FateParam,param) | u_int16","lookup(FateNpc,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateTargetList,key)|u_int16","lookup(FateTarget,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(EventAction,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FatePopGroup,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(FateOrder,key)|u_int16",u_int16,"lookup(FateNpc,key)|u_int16","lookup(StatusParam, key)|u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpcReplace,key)|u_int8","lookup(FateNpcType,key)|u_int8","lookup(FateNpcParamBonus, key) | u_int8","lookup(FateAIType, key) | u_int8","lookup(FateBossAI,key)|u_int8","lookup(MoveAI,key)|u_int8","lookup(MoveAI, key) | lookup(FateParam,param) | u_int8","lookup(ActiveType,key)|u_int8","lookup(FatePopDirectionType, key) | u_int8","lookup(FateRelativePopType,key)|u_int8",u_int8,"lookup(FateContributionType,key)|u_int8",u_int8,"lookup(FateCreateHideType, key) | u_int8",u_int8,u_int8,u_int8,"lookup(FateDyingType,key) | u_int8","lookup(FateParam, param) | u_int8","lookup(FateMoveType, key) | u_int8","lookup(FateNpcLink,key)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam, param) | u_int8","lookup(FateFollowFormation, key) | u_int8","lookup(FateParam, param) | u_int8",u_int8,int8,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean
7140,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_001,8612176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7141,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_002,8612177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7142,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_003,8612178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7143,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_004,8612179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7144,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_005,8612180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7145,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_006,8612181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7146,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_007,8612182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7147,,R1HX_RE_FATE_VER541_02_EOBJ_清掃場_008,8612183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7148,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_001,8615359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7149,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_002,8615366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7150,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_003,8615367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7151,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_004,8615368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7152,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_005,8615369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7153,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_006,8615370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7154,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_007,8615373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7155,,R1HX_RE_FATE_VER541_03_EOBJ_整地場_008,8615374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7156,,R1HX_RE_FATE_VER541_03_EOBJ_セメント_001,8615405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7157,,R1HX_RE_FATE_VER541_03_EOBJ_セメント_002,8615406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7158,,R1HX_RE_FATE_VER541_03_EOBJ_セメント_003,8615409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7159,,R1HX_RE_FATE_VER541_03_EOBJ_セメント_004,8615410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7160,,R1HX_RE_FATE_VER541_03_EOBJ_モルタル_001,8615407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7161,,R1HX_RE_FATE_VER541_03_EOBJ_モルタル_002,8615408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7162,,R1HX_RE_FATE_VER541_03_EOBJ_モルタル_003,8615412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7163,,R1HX_RE_FATE_VER541_03_EOBJ_モルタル_004,8615413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7164,,R1HX_RE_FATE_VER541_04_EOBJ_石材作業場_001,8615494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7165,,R1HX_RE_FATE_VER541_04_EOBJ_石材作業場_002,8615496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7166,,R1HX_RE_FATE_VER541_04_EOBJ_石材作業場_003,8615497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7167,,R1HX_RE_FATE_VER541_04_EOBJ_石材作業場_004,8615498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7168,,R1HX_RE_FATE_VER541_04_EOBJ_石材作業場_005,8615499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7169,,R1HX_RE_FATE_VER541_04_EOBJ_石材作業場_006,8615500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7170,,R1HX_RE_FATE_VER541_04_EOBJ_石材_001,8615515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7171,,R1HX_RE_FATE_VER541_04_EOBJ_石材_002,8615517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7172,,R1HX_RE_FATE_VER541_04_EOBJ_石材加工場_001,8615518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7173,,R1HX_RE_FATE_VER541_04_EOBJ_石材加工場_002,8615520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7174,,R1HX_RE_FATE_VER541_06_EOBJ_石材作業場_001,8615532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7175,,R1HX_RE_FATE_VER541_06_EOBJ_石材作業場_002,8615538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7176,,R1HX_RE_FATE_VER541_06_EOBJ_石材作業場_003,8615540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7177,,R1HX_RE_FATE_VER541_06_EOBJ_石材作業場_004,8615541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7178,,R1HX_RE_FATE_VER541_06_EOBJ_石材作業場_005,8615542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7179,,R1HX_RE_FATE_VER541_06_EOBJ_石材作業場_006,8615543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7180,,R1HX_RE_FATE_VER541_06_EOBJ_石材_001,8615553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7181,,R1HX_RE_FATE_VER541_06_EOBJ_石材_002,8615554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,0
7182,,R1HX_RE_FATE_VER541_06_EOBJ_石材加工場_001,8615556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7183,,R1HX_RE_FATE_VER541_06_EOBJ_石材加工場_002,8615558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,0
7184,,R1HX_RE_FATE_VER541_08_EOBJ_石材作業場_001,8616649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7185,,R1HX_RE_FATE_VER541_08_EOBJ_石材作業場_002,8616650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
7186,,R1HX_RE_FATE_VER541_08_EOBJ_石材作業場_003,8616651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,1,0,0,1,0,0
